isbn,title,author,pub,category,average_rating
044022165X,The Rainmaker,JOHN GRISHAM,Dell,['Fiction'],3.6
0399143165,Toxin,Robin Cook,Putnam Pub Group,['Fiction'],3.0
0425124347,The Bad Place,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.333333333333333
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,Picador,unknown,4.333333333333333
042512892X,Into the Darkness,Barbara Michaels,Berkley Publishing Group,['Fiction'],3.0
0394820371,The Phantom Tollbooth,Norton Juster,Yearling Books,['Juvenile Fiction'],4.142857142857143
0449134482,Dances With Wolves,Michael Blake,Fawcett Books,['Fiction'],4.333333333333333
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,Del Rey,unknown,4.0
0553568760,Natural Causes,Michael Palmer,Bantam Books,['Fiction'],4.0
034538184X,Degree of Guilt,Richard North Patterson,Ballantine Books,['Trials (Murder)'],3.5
0140620109,Emma (Penguin Popular Classics),Jane Austen,Penguin Books Ltd,unknown,5.0
0805062971,Fight Club,Chuck Palahniuk,Owl Books,unknown,4.666666666666667
0671510053,SHIPPING NEWS,Annie Proulx,Scribner,['Fiction'],4.0
1573229385,The Frog King: A Love Story,Adam Davies,Riverhead Books,['Fiction'],4.0
0385334036,The Smoke Jumper,Nicholas Evans,Delacorte Press,['Fiction'],1.0
0060914653,The Unbearable Lightness of Being,Milan Kundera,Harpercollins,['Continental European fiction (Fictional works by one author).'],4.0
0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,Del Rey Books,['Fiction'],5.0
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,Bantam Classics,unknown,4.75
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,Touchstone,['Fiction'],4.0
0553586122,Reap the Wind,Iris Johansen,Bantam Books,['Fiction'],3.0
0553584510,The Survivors Club,LISA GARDNER,Bantam,unknown,2.0
0440216842,The Carousel,Belva Plain,Dell,['Fiction'],3.5
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,Random House Books for Young Readers,['Juvenile Fiction'],4.5
0345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,Ballantine Books,['Fiction'],4.5
0684801469,Farewell To Arms,Ernest Hemingway,Scribner,['Fiction'],5.0
0671789422,Possessing the Secret of Joy,Alice Walker,Pocket,['Fiction'],5.0
014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,Penguin Books,['Fiction'],5.0
0140077022,White Noise (Contemporary American Fiction),Don DeLillo,Penguin Books,unknown,4.0
0679732764,Invisible Man,Ralph Ellison,Vintage Books USA,['Fiction'],5.0
0553273604,Of Love and Shadows,Isabel Allende,Bantam Books,['Fiction'],1.0
0553273914,The House of the Spirits,Isabel Allende,Bantam Books,['Fiction'],3.5
0060256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,HarperCollins,['Juvenile Nonfiction'],4.8
039592720X,Interpreter of Maladies,Jhumpa Lahiri,Houghton Mifflin Co,['Fiction'],4.5
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,Perennial,['Fiction'],4.5
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,Washington Square Press,unknown,3.25
0553268449,JITTERBUG PERFUME,TOM ROBBINS,Bantam,['Fiction'],4.5
0440215625,Dragonfly in Amber,DIANA GABALDON,Dell,unknown,3.3333333333333335
0316777730,Naked,David Sedaris,Back Bay Books,unknown,4.0
0877733759,Writing Down the Bones,NATALIE GOLDBERG,Shambhala,['Self-Help'],4.5
0805019367,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,Henry Holt &amp; Company,unknown,4.0
0671726889,CUCKOO'S EGG,Clifford Stoll,Pocket,['Computers'],4.0
0446601241,Kiss the Girls,James Patterson,Warner Books,unknown,4.4
0451124340,Different Seasons,Stephen King,Penguin Putnam~mass,['American fiction'],5.0
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,Ballantine Books,['Fiction'],4.666666666666667
0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,Warner Books,['Fiction'],3.6666666666666665
0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,Ballantine Books,['Fiction'],3.0
0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,Vintage,unknown,4.0
0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,Ballantine Books,['Science'],4.0
0373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,Red Dress Ink,['Fiction'],4.0
0141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,Penguin Books,unknown,4.5
0451523369,"Frankenstein Or, the Modern Prometheus",Mary Wollstonecraft Shelley,Signet Book,unknown,4.666666666666667
0671027344,The Perks of Being a Wallflower,Stephen Chbosky,MTV,['Fiction'],4.0
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,HarperCollins,unknown,5.0
0066211611,Portrait in Sepia,Isabel Allende,HarperCollins Publishers,['Fiction'],3.0
0140042520,Dharma Bums,Jack Kerouac,Penguin Books,['Fiction'],5.0
0380789035,American Gods,Neil Gaiman,HarperTorch,['Fiction'],5.0
0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,Perennial,['Fiction'],3.5
0440206154,Red Dragon,Thomas Harris,Dell Publishing Company,unknown,3.75
0345370775,Jurassic Park,Michael Crichton,Ballantine Books,unknown,4.333333333333333
0743457943,Trading Places,Fern Michaels,Pocket Star,['Fiction'],5.0
0373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,Silhouette,['Fiction'],4.0
0380789019,Neverwhere,Neil Gaiman,Avon,['Fiction'],4.0
0380018179,The Thorn Birds,Colleen McCullough,Avon,['Fiction'],4.166666666666667
067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,Pocket,['Fiction'],3.6
0679457313,The God of Small Things,Arundhati Roy,Random House Inc,['Fiction'],5.0
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,Bantam,['Fiction'],5.0
0312169787,The Red Tent : A Novel,Anita Diamant,St. Martin's Press,['Fiction'],4.5
0786866276,Mother of Pearl,Melinda Haynes,Hyperion,unknown,4.0
3257061269,Der Alchimist.,Paulo Coelho,"Diogenes Verlag, ZÃ?Â¼rich",['Alchemists'],4.0
0349103232,The crow road,Iain Banks,Abacus,unknown,4.5
0679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,Vintage Books USA,['Christmas stories'],5.0
000649840X,Angelas Ashes,Frank Mccourt,Harpercollins Uk,unknown,4.0
0099771519,Memoirs of a Geisha Uk,Arthur Golden,Trafalgar Square,['Geishas'],4.5
067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,Pocket,unknown,3.0
0385498721,Survivor : A Novel,CHUCK PALAHNIUK,Anchor,unknown,4.666666666666667
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,Perennial,['Fiction'],4.4
0140099832,Lake Wobegon Days,Garrison Keillor,Penguin/Puffin Mass Market (Mm),unknown,5.0
0385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,Delacorte Press,['Humor'],4.0
0894803700,"14,000 Things to Be Happy About",Barbara Ann Kipfer,Workman Publishing,['Self-Help'],4.0
0316929190,All Too Human : A Political Education,George Stephanopoulos,"Little, Brown",['Biography & Autobiography'],4.0
0439404371,The Thief Lord,Cornelia Funke,Scholastic,unknown,4.0
0345307674,Return of the Jedi (Star Wars),James Kahn,Del Rey Books,['Fiction'],3.6666666666666665
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Riverhead Books,['Biography & Autobiography'],5.0
0553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,Bantam,['Biography & Autobiography'],4.2
0451169530,The Stand: Complete and Uncut,Stephen King,Signet Book,unknown,4.166666666666667
067168390X,Lonesome Dove,Larry McMurtry,Pocket,['Fiction'],5.0
0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,Delta,['Fiction'],4.25
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,Delta,['Fiction'],3.6666666666666665
0553258001,The Cider House Rules,John Irving,Bantam Books,unknown,4.5
0805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,Metropolitan Books,['Business & Economics'],4.0
0553582658,Summer Light,Luanne Rice,Bantam Books,['Fiction'],3.0
051513399X,Smoke in Mirrors,Jayne Ann Krentz,Jove Books,['Fiction'],4.5
0373218400,Table For Two,Nora Roberts,Silhouette,['Fiction'],3.75
0060192895,Hunting Badger,Tony Hillerman,HarperCollins Publishers,unknown,5.0
0826308791,The Education of Little Tree (A Zia Book),Forrest Carter,University of New Mexico Press,['Cherokee Indians'],5.0
0345435249,Darwin's Radio,Greg Bear,Ballantine Books,['Fiction'],4.5
0441003257,Good Omens,Neil Gaiman,Ace Books,['Fiction'],4.75
0451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,Signet Book,['Fiction'],4.0
0446606812,Message in a Bottle,Nicholas Sparks,Warner Vision,['Fiction'],3.5
0671028375,Fatal Voyage,Kathy Reichs,Pocket,['Fiction'],4.5
0451181468,Praying for Sleep,Jeffery Deaver,Signet Book,unknown,4.0
0345384733,Red Square,Martin Cruz Smith,Ballantine Books,unknown,4.0
0671759361,Pearl in the Mist (Landry),V.C. Andrews,Pocket,unknown,3.6666666666666665
0399146008,Shock,Robin Cook,G. P. Putnam's Sons,['Fiction'],4.0
0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,Perennial,unknown,3.4
0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,Vintage Books USA,['African American men'],4.5
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,Ballantine Books,['Biography & Autobiography'],4.0
0671038184,Jewel,Bret Lott,Washington Square Press,['Fiction'],2.0
0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,Perennial,['Fiction'],4.75
0552996009,Notes From a Small Planet,Bill Bryson,Bantam Doubleday Dell,unknown,5.0
0142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,Penguin Books,unknown,4.0
0590112899,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,Scholastic Point,unknown,4.5
0590660543,Northern Lights (His Dark Materials S.),Philip Pullman,Scholastic Point,['Arctic regions'],4.5
0345361792,A Prayer for Owen Meany,John Irving,Ballantine Books,['Fiction'],4.75
0394404289,The Prophet,Kahlil Gibran,Alfred A. Knopf,['Philosophy'],3.0
0345458915,The Sinner,TESS GERRITSEN,Ballantine Books,['Fiction'],4.666666666666667
038531258X,Cold Sassy Tree,Olive Ann Burns,Delta,['Fiction'],4.0
006092988X,A Tree Grows in Brooklyn,Betty Smith,Perennial,unknown,5.0
0743225406,The Shipping News : A Novel,Annie Proulx,Scribner,unknown,5.0
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,Anchor,['Fiction'],5.0
038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,Delta,['Biography & Autobiography'],4.0
0786885688,Shopgirl,Steve Martin,Hyperion,unknown,4.5
0671880187,Kitchen,Banana Yoshimoto,Washington Square Press,['Domestic fiction'],4.5
037570504X,"Breath, Eyes, Memory",Edwidge Danticat,Vintage Books USA,['Fiction'],3.0
0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,Broadway Books,unknown,4.5
0553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,Bantam,unknown,5.0
0609608444,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,Crown,['History'],5.0
1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,Health Communications,unknown,4.0
080410753X,The Kitchen God's Wife,Amy Tan,Ivy Books,unknown,4.285714285714286
0345325818,The Silmarillion,J.R.R. TOLKIEN,Del Rey,['Fiction'],5.0
014131088X,Speak,Laurie Halse Anderson,Speak,unknown,5.0
0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,Penguin Books,['Fiction'],3.0
0312983212,Saucer,Stephen Coonts,St. Martin's Paperbacks,['Fiction'],3.0
0385508417,Skipping Christmas,JOHN GRISHAM,Doubleday,unknown,4.5
0385510438,The Last Juror,John Grisham,Doubleday,['Fiction'],5.0
0380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,Avon Books,unknown,3.0
0385324057,Summer Sisters,Judy Blume,Delacorte Press,['Fiction'],4.0
0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,Berkley Publishing Group,['Fiction'],4.0
031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,St. Martin's Paperbacks,['Fiction'],4.0
0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,Houghton Mifflin Company,unknown,3.0
0553377876,Half Asleep in Frog Pajamas,Tom Robbins,Bantam,['Fiction'],4.0
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,Viking Books,unknown,5.0
0060934417,Bel Canto: A Novel,Ann Patchett,Perennial,unknown,5.0
0671793489,All Around the Town,Mary Higgins Clark,Pocket Star,['Fiction'],4.375
0679772677,A Civil Action,JONATHAN HARR,Vintage,['Law'],4.0
0312983824,Faking It,Jennifer Crusie,St. Martin's Paperbacks,unknown,3.3333333333333335
0449149676,On Mystic Lake,Kristin Hannah,Ballantine Books,['Fiction'],5.0
0449006344,Angel Falls,KRISTIN HANNAH,Ballantine Books,['Fiction'],3.5
0451191153,The Fountainhead,Ayn Rand,New American Library,unknown,5.0
0440224624,The Loop,Nicholas Evans,Dell Publishing Company,['Fiction'],3.75
0743418174,Good in Bed,Jennifer Weiner,Washington Square Press,['Fiction'],4.166666666666667
0385491050,Surfacing,MARGARET ATWOOD,Anchor,['Fiction'],5.0
0671036505,The Vineyard,Barbara Delinsky,Pocket Books,unknown,4.0
0394758285,The Big Sleep,Raymond Chandler,Vintage Books USA,['Fiction'],4.5
0671004565,We'll Meet Again,Mary Higgins Clark,Pocket,unknown,4.666666666666667
0345370805,How to Make an American Quilt,Whitney Otto,Ballantine Books,['Fiction'],4.25
0375703055,Ellen Foster,Kaye Gibbons,Vintage Books,unknown,4.5
0156006529,Where or When  : A Novel,Anita Shreve,Harvest Books,['Fiction'],4.0
0446673544,Sex &amp; the City,Candace Bushnell,Warner Books,unknown,4.0
0312243022,The Hours : A Novel,Michael Cunningham,Picador,['Fiction'],4.75
0385490445,Alias Grace : A Novel,Margaret Atwood,Anchor,['Fiction'],4.666666666666667
0345316770,Almost Paradise,Susan Isaacs,Ballantine Books,['Fiction'],3.6666666666666665
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,Vintage,['Fiction'],4.25
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,McGraw-Hill,['Fiction'],4.8
0061093092,Lily White,Susan Isaacs,HarperTorch,['Fiction'],4.0
0446611239,The Cabinet of Curiosities,Douglas Preston,Warner Books,unknown,4.0
0553580078,The Years of Rice and Salt,Kim Stanley Robinson,Spectra Books,['Fiction'],5.0
0425189414,Midnight Runner,Jack Higgins,Berkley Publishing Group,['Fiction'],3.0
0316781266,The Last Time They Met : A Novel,Anita Shreve,Back Bay Books,['Fiction'],3.0
0486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,Dover Publications,unknown,5.0
0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,Red Dress Ink,['Fiction'],4.0
0061098795,The Wailing Wind,Tony Hillerman,HarperTorch,['Fiction'],4.0
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,Vintage Books USA,['Biography & Autobiography'],3.5
0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,Penguin Books,['Fiction'],5.0
038533656X,Apocalipstick,SUE MARGOLIS,Delta,unknown,3.6666666666666665
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,Ballantine Books,['Fiction'],4.0
0802135196,Valley of the Dolls: A Novel,Jacqueline Susann,Grove Press,['Fiction'],4.0
0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,Dell,['Fiction'],3.0
0679450548,I Was Amelia Earhart,Jane Mendelsohn,Random House Inc,['Fiction'],4.0
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,Del Rey,['Fiction'],4.2
038039586X,Watership Down,Richard George Adams,Harpercollins,unknown,4.0
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,Viking Books,['Fiction'],4.666666666666667
0440131480,Breakfast of Champions,Kurt Vonnegut,Dell Publishing Company,['Fiction'],5.0
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,Laure Leaf,['Juvenile Fiction'],4.833333333333333
0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,Tor Books,['Fiction'],4.0
0425163385,The Night Crew,John Sandford,Berkley Publishing Group,['Fiction'],4.0
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,Pocket,unknown,4.0
0425157539,Sudden Prey,John Sandford,Berkley Publishing Group,['Fiction'],4.333333333333333
0553585681,Always a Thief,Kay Hooper,Bantam Books,['Fiction'],3.5
0553585118,Once a Thief,Kay Hooper,Bantam Books,['Fiction'],4.0
0743212002,Deck the Halls,Mary Higgins Clark,Simon &amp; Schuster,['Fiction'],4.0
037348397X,The Donovan Legacy,Nora Roberts,Harlequin,['Fiction'],4.0
0679731148,A Year in Provence,Peter Mayle,Vintage Books USA,['History'],4.0
0380600129,The Indian in the Cupboard,Lynne Reid Banks,HarperTrophy,['Juvenile Fiction'],5.0
0316693324,When the Wind Blows,James Patterson,Replica Books,unknown,5.0
0553283685,Hyperion,DAN SIMMONS,Bantam,['Fiction'],3.0
0743412273,Pet Sematary,Stephen King,Pocket,['Fiction'],4.5
0345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,Ballantine Books,['Fiction'],3.5
0553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,Spectra Books,['Fiction'],4.5
0449912558,The Sparrow,MARY DORIA RUSSELL,Fawcett Books,['Fiction'],4.0
0449300021,Les Miserables,VICTOR HUGO,Fawcett,unknown,5.0
0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,Simon &amp; Schuster,['Fiction'],5.0
0440226430,Summer Sisters,Judy Blume,Dell Publishing Company,unknown,4.142857142857143
0385721358,Look at Me,Jennifer Egan,Anchor Books/Doubleday,['Fiction'],4.0
031231616X,I Capture the Castle,Dodie Smith,St. Martin's Griffin,['Fiction'],4.0
0767912233,Babyville,JANE GREEN,Broadway,unknown,4.0
0894805770,What to Expect the First Year,Arlene Eisenberg,Workman Publishing,['Family & Relationships'],4.5
0062502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,HarperSanFrancisco,unknown,5.0
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,Perennial,unknown,4.0
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,Ballantine Books,unknown,4.333333333333333
0375707972,The Reader,Bernhard Schlink,Vintage Books USA,['Fiction'],3.6
0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,Ballantine Books,['Fiction'],4.0
0515090506,The Cat Who Played Brahms,Lilian Jackson Braun,Jove Books,['Fiction'],4.0
0399145087,Black Notice,Patricia Daniels Cornwell,Putnam Pub Group,['Fiction'],3.6666666666666665
0060192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,HarperCollins Publishers,unknown,5.0
0836218256,Something Under the Bed Is Drooling,Bill Watterson,Andrews McMeel Publishing,['Humor'],4.333333333333333
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,St. Martin's Paperbacks,['Fiction'],4.5
